Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Danville,Washington,3012,US-Canada Border,06-2020,Truck Containers Loaded,25,49.0,-118.504,POINT (-118.503722 49.000083)
Champlain Rouses Point,New York,712,US-Canada Border,05-2020,Personal Vehicles,2508,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
San Luis,Arizona,2608,US-Mexico Border,11-2019,Bus Passengers,2,32.485,-114.782,POINT (-114.7822222 32.485)
San Luis,Arizona,2608,US-Mexico Border,04-2019,Buses,5,32.485,-114.782,POINT (-114.7822222 32.485)
Rio Grande City,Texas,2307,US-Mexico Border,01-2021,Trucks,2977,26.366,-98.803,POINT (-98.802513 26.365761)
Maida,North Dakota,3416,US-Canada Border,04-2020,Truck Containers Empty,7,49.0,-98.365,POINT (-98.36525 49.00025)
Raymond,Montana,3301,US-Canada Border,04-2021,Truck Containers Empty,359,48.999,-104.574,POINT (-104.574333 48.999194)
Alexandria Bay,New York,708,US-Canada Border,11-2021,Personal Vehicle Passengers,36702,44.347,-75.984,POINT (-75.983592 44.347229)
Scobey,Montana,3309,US-Canada Border,06-2021,Personal Vehicle Passengers,94,49.0,-105.408,POINT (-105.407638 48.999527)
Madawaska,Maine,109,US-Canada Border,05-2019,Trucks,208,47.36,-68.329,POINT (-68.328684 47.360052)
Santa Teresa,New Mexico,2408,US-Mexico Border,06-2019,Personal Vehicles,50672,31.784,-106.679,POINT (-106.679437 31.783939)
Laurier,Washington,3016,US-Canada Border,07-2021,Trucks,569,49.0,-118.224,POINT (-118.223777 49.000083)
Frontier,Washington,3020,US-Canada Border,02-2022,Trucks,1204,49.0,-117.832,POINT (-117.831527 49.0005)
Antler,North Dakota,3413,US-Canada Border,04-2021,Personal Vehicle Passengers,146,48.999,-101.296,POINT (-101.296055 48.999472)
Sault Sainte Marie,Michigan,3803,US-Canada Border,04-2019,Buses,48,46.509,-84.361,POINT (-84.360833 46.508611)
Nighthawk,Washington,3011,US-Canada Border,04-2022,Personal Vehicle Passengers,300,49.0,-119.671,POINT (-119.67103 49.000144)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11-2019,Rail Containers Loaded,846,46.509,-84.361,POINT (-84.360833 46.508611)
Buffalo Niagara Falls,New York,901,US-Canada Border,07-2019,Train Passengers,2270,43.095,-79.056,POINT (-79.055847 43.09549)
Calais,Maine,115,US-Canada Border,06-2019,Personal Vehicle Passengers,102085,45.189,-67.275,POINT (-67.275381 45.188548)
Roma,Texas,2310,US-Mexico Border,03-2020,Personal Vehicles,49931,26.404,-99.019,POINT (-99.018981 26.403928)
San Ysidro,California,2504,US-Mexico Border,08-2021,Buses,3030,32.543,-117.029,POINT (-117.028761 32.542528)
Douglas,Arizona,2601,US-Mexico Border,04-2020,Buses,3,31.334,-109.56,POINT (-109.560344 31.334043)
Champlain Rouses Point,New York,712,US-Canada Border,04-2020,Personal Vehicle Passengers,2043,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Sumas,Washington,3009,US-Canada Border,10-2020,Trains,21,49.002,-122.265,POINT (-122.264805 49.002388)
San Ysidro,California,2504,US-Mexico Border,07-2021,Pedestrians,431299,32.543,-117.029,POINT (-117.028761 32.542528)
Progreso,Texas,2309,US-Mexico Border,06-2022,Trucks,3069,26.062,-97.95,POINT (-97.949958 26.062133)
Ogdensburg,New York,701,US-Canada Border,04-2022,Personal Vehicle Passengers,21224,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Nighthawk,Washington,3011,US-Canada Border,05-2022,Personal Vehicles,204,49.0,-119.671,POINT (-119.67103 49.000144)
Morgan,Montana,3319,US-Canada Border,03-2000,Buses,0,49.0,-107.832,POINT (-107.831819 48.999829)
Metaline Falls,Washington,3025,US-Canada Border,02-2022,Pedestrians,1,49.0,-117.299,POINT (-117.299444 48.999972)
Sweetgrass,Montana,3310,US-Canada Border,09-2020,Trains,35,48.998,-111.96,POINT (-111.959611 48.998388)
Dunseith,North Dakota,3422,US-Canada Border,06-2020,Truck Containers Empty,663,48.999,-100.052,POINT (-100.052166 48.999277)
Houlton,Maine,106,US-Canada Border,05-2019,Personal Vehicle Passengers,33035,46.135,-67.781,POINT (-67.781288 46.134879)
Sumas,Washington,3009,US-Canada Border,05-2020,Truck Containers Empty,3096,49.002,-122.265,POINT (-122.264805 49.002388)
Rio Grande City,Texas,2307,US-Mexico Border,08-2022,Personal Vehicle Passengers,66535,26.366,-98.803,POINT (-98.802513 26.365761)
Naco,Arizona,2603,US-Mexico Border,04-2021,Truck Containers Loaded,48,31.334,-109.948,POINT (-109.948413 31.334084)
Laurier,Washington,3016,US-Canada Border,08-2019,Trucks,589,49.0,-118.224,POINT (-118.223777 49.000083)
Columbus,New Mexico,2406,US-Mexico Border,08-2021,Trucks,2526,31.784,-107.628,POINT (-107.627948 31.783742)
Whitlash,Montana,3321,US-Canada Border,03-2019,Personal Vehicles,63,48.997,-111.258,POINT (-111.257916 48.99725)
Roma,Texas,2310,US-Mexico Border,06-2021,Buses,16,26.404,-99.019,POINT (-99.018981 26.403928)
Nogales,Arizona,2604,US-Mexico Border,12-2019,Rail Containers Loaded,2812,31.333,-110.943,POINT (-110.942516 31.332839)
Lukeville,Arizona,2602,US-Mexico Border,07-2021,Truck Containers Empty,1,31.88,-112.817,POINT (-112.817077 31.880195)
Del Bonita,Montana,3322,US-Canada Border,05-2020,Trucks,60,48.999,-112.788,POINT (-112.78825 48.998555)
Eastport,Idaho,3302,US-Canada Border,12-2021,Trains,89,49.001,-116.181,POINT (-116.181027 49.000555)
Point Roberts,Washington,3017,US-Canada Border,06-2021,Bus Passengers,75,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Roma,Texas,2310,US-Mexico Border,05-2013,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Ambrose,North Dakota,3410,US-Canada Border,09-2020,Personal Vehicles,10,48.999,-103.487,POINT (-103.486555 48.999305)
Buffalo Niagara Falls,New York,901,US-Canada Border,01-2020,Bus Passengers,15533,43.095,-79.056,POINT (-79.055847 43.09549)
Sault Sainte Marie,Michigan,3803,US-Canada Border,08-2022,Personal Vehicle Passengers,74647,46.509,-84.361,POINT (-84.360833 46.508611)
Derby Line,Vermont,209,US-Canada Border,12-2019,Personal Vehicles,31123,45.006,-72.099,POINT (-72.099279 45.005739)
Limestone,Maine,118,US-Canada Border,04-2021,Personal Vehicles,173,46.925,-67.79,POINT (-67.789597 46.924555)
San Luis,Arizona,2608,US-Mexico Border,10-2019,Bus Passengers,5,32.485,-114.782,POINT (-114.7822222 32.485)
El Paso,Texas,2402,US-Mexico Border,05-2019,Trains,134,31.764,-106.451,POINT (-106.451188 31.764363)
Van Buren,Maine,108,US-Canada Border,08-2021,Personal Vehicle Passengers,1416,47.16,-67.931,POINT (-67.930799 47.159645)
Raymond,Montana,3301,US-Canada Border,01-2022,Personal Vehicle Passengers,1068,48.999,-104.574,POINT (-104.574333 48.999194)
Detroit,Michigan,3801,US-Canada Border,11-2021,Bus Passengers,193,42.332,-83.048,POINT (-83.047924 42.331685)
Alcan,Alaska,3104,US-Canada Border,04-2021,Truck Containers Loaded,106,62.615,-141.001,POINT (-141.001444 62.614961)
Van Buren,Maine,108,US-Canada Border,04-2022,Trains,40,47.16,-67.931,POINT (-67.930799 47.159645)
Sweetgrass,Montana,3310,US-Canada Border,12-2021,Rail Containers Empty,372,48.998,-111.96,POINT (-111.959611 48.998388)
Laredo,Texas,2304,US-Mexico Border,02-2020,Truck Containers Empty,56006,27.5,-99.507,POINT (-99.507412 27.499561)
Naco,Arizona,2603,US-Mexico Border,05-2020,Truck Containers Loaded,34,31.334,-109.948,POINT (-109.948413 31.334084)
Frontier,Washington,3020,US-Canada Border,05-2021,Personal Vehicle Passengers,137,49.0,-117.832,POINT (-117.831527 49.0005)
Calais,Maine,115,US-Canada Border,04-2020,Personal Vehicle Passengers,2943,45.189,-67.275,POINT (-67.275381 45.188548)
Sasabe,Arizona,2606,US-Mexico Border,02-2020,Personal Vehicle Passengers,3484,31.483,-111.544,POINT (-111.544363 31.483039)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12-2019,Trains,29,46.509,-84.361,POINT (-84.360833 46.508611)
Del Rio,Texas,2302,US-Mexico Border,05-2020,Truck Containers Loaded,2499,29.327,-100.928,POINT (-100.927612 29.326784)
Vanceboro,Maine,105,US-Canada Border,05-2021,Truck Containers Loaded,10,45.569,-67.429,POINT (-67.428541 45.568761)
Richford,Vermont,203,US-Canada Border,02-2021,Truck Containers Loaded,109,45.012,-72.589,POINT (-72.588559 45.01174)
Laurier,Washington,3016,US-Canada Border,02-2021,Rail Containers Loaded,146,49.0,-118.224,POINT (-118.223777 49.000083)
Pinecreek,Minnesota,3425,US-Canada Border,12-2019,Truck Containers Loaded,6,49.0,-95.978,POINT (-95.977694 48.999916)
Presidio,Texas,2403,US-Mexico Border,08-2022,Truck Containers Empty,366,29.562,-104.395,POINT (-104.394907 29.561827)
Roma,Texas,2310,US-Mexico Border,10-2008,Buses,68,26.404,-99.019,POINT (-99.018981 26.403928)
Blaine,Washington,3004,US-Canada Border,08-2022,Train Passengers,350,48.994,-122.749,POINT (-122.748884 48.994045)
Antler,North Dakota,3413,US-Canada Border,05-2019,Truck Containers Empty,86,48.999,-101.296,POINT (-101.296055 48.999472)
Skagway,Alaska,3103,US-Canada Border,08-2022,Trucks,344,59.63,-135.164,POINT (-135.164444 59.629722)
Calais,Maine,115,US-Canada Border,04-2009,Trains,6,45.189,-67.275,POINT (-67.275381 45.188548)
El Paso,Texas,2402,US-Mexico Border,02-2020,Pedestrians,489272,31.764,-106.451,POINT (-106.451188 31.764363)
Madawaska,Maine,109,US-Canada Border,01-2020,Personal Vehicle Passengers,39028,47.36,-68.329,POINT (-68.328684 47.360052)
Santa Teresa,New Mexico,2408,US-Mexico Border,09-2021,Buses,13,31.784,-106.679,POINT (-106.679437 31.783939)
Carbury,North Dakota,3421,US-Canada Border,02-2021,Trucks,20,48.999,-100.556,POINT (-100.555805 48.999416)
Champlain Rouses Point,New York,712,US-Canada Border,10-2020,Train Passengers,132,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Trout River,New York,715,US-Canada Border,01-2022,Trains,44,44.992,-74.308,POINT (-74.308172 44.992058)
Norton,Vermont,211,US-Canada Border,01-2022,Personal Vehicles,170,45.011,-71.793,POINT (-71.793219 45.010771)
Dalton Cache,Alaska,3106,US-Canada Border,04-2019,Personal Vehicles,897,59.451,-136.362,POINT (-136.361944 59.450556)
Roma,Texas,2310,US-Mexico Border,02-2021,Buses,10,26.404,-99.019,POINT (-99.018981 26.403928)
Presidio,Texas,2403,US-Mexico Border,06-2022,Personal Vehicles,52148,29.562,-104.395,POINT (-104.394907 29.561827)
Santa Teresa,New Mexico,2408,US-Mexico Border,12-2019,Pedestrians,12416,31.784,-106.679,POINT (-106.679437 31.783939)
Lukeville,Arizona,2602,US-Mexico Border,01-2020,Trucks,28,31.88,-112.817,POINT (-112.817077 31.880195)
Bridgewater,Maine,127,US-Canada Border,03-2021,Personal Vehicles,195,46.45,-67.785,POINT (-67.78484 46.450335)
Boundary,Washington,3015,US-Canada Border,11-2019,Train Passengers,36,49.001,-117.628,POINT (-117.627583 49.00075)
Highgate Springs,Vermont,212,US-Canada Border,09-2021,Rail Containers Loaded,741,45.015,-73.085,POINT (-73.085037 45.015414)
Antler,North Dakota,3413,US-Canada Border,08-2021,Trucks,207,48.999,-101.296,POINT (-101.296055 48.999472)
Massena,New York,704,US-Canada Border,03-2020,Truck Containers Loaded,1353,44.991,-74.74,POINT (-74.739722 44.990556)
Laurier,Washington,3016,US-Canada Border,09-2021,Truck Containers Loaded,285,49.0,-118.224,POINT (-118.223777 49.000083)
Bridgewater,Maine,127,US-Canada Border,02-2020,Truck Containers Loaded,31,46.45,-67.785,POINT (-67.78484 46.450335)
Maida,North Dakota,3416,US-Canada Border,10-2021,Personal Vehicles,72,49.0,-98.365,POINT (-98.36525 49.00025)
Algonac,Michigan,3814,US-Canada Border,11-2019,Personal Vehicles,4267,42.618,-82.531,POINT (-82.5311 42.6183)
Trout River,New York,715,US-Canada Border,04-2021,Rail Containers Loaded,2089,44.992,-74.308,POINT (-74.308172 44.992058)
Danville,Washington,3012,US-Canada Border,11-2019,Trucks,58,49.0,-118.504,POINT (-118.503722 49.000083)
Fortuna,North Dakota,3417,US-Canada Border,06-2022,Personal Vehicle Passengers,937,49.0,-103.809,POINT (-103.80925 48.999555)
Dunseith,North Dakota,3422,US-Canada Border,06-2021,Truck Containers Loaded,1498,48.999,-100.052,POINT (-100.052166 48.999277)
Champlain Rouses Point,New York,712,US-Canada Border,04-2019,Train Passengers,2498,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Ferry,Washington,3013,US-Canada Border,02-2022,Personal Vehicles,132,49.0,-118.761,POINT (-118.761166 49.000083)
San Luis,Arizona,2608,US-Mexico Border,11-2020,Truck Containers Loaded,2100,32.485,-114.782,POINT (-114.7822222 32.485)
Skagway,Alaska,3103,US-Canada Border,07-2020,Trucks,319,59.63,-135.164,POINT (-135.164444 59.629722)
Eagle Pass,Texas,2303,US-Mexico Border,02-2022,Rail Containers Empty,13475,28.705,-100.512,POINT (-100.511977 28.705483)
Nogales,Arizona,2604,US-Mexico Border,05-2021,Rail Containers Loaded,2614,31.333,-110.943,POINT (-110.942516 31.332839)
Eagle Pass,Texas,2303,US-Mexico Border,02-2022,Personal Vehicle Passengers,394076,28.705,-100.512,POINT (-100.511977 28.705483)
Jackman,Maine,104,US-Canada Border,09-2021,Rail Containers Empty,1018,45.806,-70.397,POINT (-70.396722 45.805661)
Roma,Texas,2310,US-Mexico Border,08-2022,Trucks,3497,26.404,-99.019,POINT (-99.018981 26.403928)
Calais,Maine,115,US-Canada Border,07-2022,Trucks,4681,45.189,-67.275,POINT (-67.275381 45.188548)
Beecher Falls,Vermont,206,US-Canada Border,01-2021,Truck Containers Loaded,219,45.013,-71.505,POINT (-71.505309 45.013411)
Alcan,Alaska,3104,US-Canada Border,05-2022,Truck Containers Loaded,128,62.615,-141.001,POINT (-141.001444 62.614961)
Houlton,Maine,106,US-Canada Border,10-2021,Pedestrians,20,46.135,-67.781,POINT (-67.781288 46.134879)
Ambrose,North Dakota,3410,US-Canada Border,03-2019,Personal Vehicles,78,48.999,-103.487,POINT (-103.486555 48.999305)
Neche,North Dakota,3404,US-Canada Border,11-2019,Personal Vehicle Passengers,4489,49.001,-97.557,POINT (-97.557333 49.000527)
Nogales,Arizona,2604,US-Mexico Border,07-2020,Personal Vehicles,134286,31.333,-110.943,POINT (-110.942516 31.332839)
Nogales,Arizona,2604,US-Mexico Border,08-2019,Trucks,17262,31.333,-110.943,POINT (-110.942516 31.332839)
Hidalgo,Texas,2305,US-Mexico Border,06-2022,Pedestrians,135757,26.095,-98.271,POINT (-98.271092 26.095032)
Alcan,Alaska,3104,US-Canada Border,12-2010,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Warroad,Minnesota,3423,US-Canada Border,07-2020,Personal Vehicles,1344,48.999,-95.377,POINT (-95.376555 48.999)
San Luis,Arizona,2608,US-Mexico Border,03-2019,Personal Vehicles,253230,32.485,-114.782,POINT (-114.7822222 32.485)
Portal,North Dakota,3403,US-Canada Border,04-2021,Personal Vehicles,1081,48.999,-102.552,POINT (-102.551944 48.998944)
St John,North Dakota,3405,US-Canada Border,07-2019,Trucks,105,48.999,-99.659,POINT (-99.659111 48.999277)
Roma,Texas,2310,US-Mexico Border,09-2015,Bus Passengers,467,26.404,-99.019,POINT (-99.018981 26.403928)
Tecate,California,2505,US-Mexico Border,06-2022,Personal Vehicle Passengers,156624,32.576,-116.626,POINT (-116.626216 32.576428)
Pinecreek,Minnesota,3425,US-Canada Border,06-2021,Truck Containers Loaded,5,49.0,-95.978,POINT (-95.977694 48.999916)
Fortuna,North Dakota,3417,US-Canada Border,05-2022,Truck Containers Loaded,25,49.0,-103.809,POINT (-103.80925 48.999555)
Nogales,Arizona,2604,US-Mexico Border,10-2019,Trucks,25015,31.333,-110.943,POINT (-110.942516 31.332839)
Carbury,North Dakota,3421,US-Canada Border,11-2021,Truck Containers Empty,18,48.999,-100.556,POINT (-100.555805 48.999416)
Walhalla,North Dakota,3407,US-Canada Border,02-2019,Truck Containers Empty,231,49.0,-97.908,POINT (-97.908416 49.000472)
Sweetgrass,Montana,3310,US-Canada Border,02-2020,Personal Vehicles,11661,48.998,-111.96,POINT (-111.959611 48.998388)
Dalton Cache,Alaska,3106,US-Canada Border,08-1996,Trains,0,59.451,-136.362,POINT (-136.361944 59.450556)
Roma,Texas,2310,US-Mexico Border,06-2006,Trucks,767,26.404,-99.019,POINT (-99.018981 26.403928)
Frontier,Washington,3020,US-Canada Border,11-2019,Truck Containers Loaded,412,49.0,-117.832,POINT (-117.831527 49.0005)
Trout River,New York,715,US-Canada Border,08-2020,Personal Vehicle Passengers,1098,44.992,-74.308,POINT (-74.308172 44.992058)
Trout River,New York,715,US-Canada Border,12-2021,Rail Containers Empty,566,44.992,-74.308,POINT (-74.308172 44.992058)
Grand Portage,Minnesota,3613,US-Canada Border,11-2019,Personal Vehicles,12610,48.001,-89.585,POINT (-89.58515 48.001427)
Bridgewater,Maine,127,US-Canada Border,11-2020,Personal Vehicles,191,46.45,-67.785,POINT (-67.78484 46.450335)
Ogdensburg,New York,701,US-Canada Border,10-2019,Bus Passengers,981,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Hansboro,North Dakota,3415,US-Canada Border,06-2019,Personal Vehicles,518,49.0,-99.347,POINT (-99.346527 48.999583)
Port Huron,Michigan,3802,US-Canada Border,08-2019,Truck Containers Empty,16354,42.999,-82.424,POINT (-82.423611 42.998611)
Fort Kent,Maine,110,US-Canada Border,02-2020,Trucks,895,47.249,-68.604,POINT (-68.603918 47.249206)
Beecher Falls,Vermont,206,US-Canada Border,05-2019,Personal Vehicle Passengers,8016,45.013,-71.505,POINT (-71.505309 45.013411)
Roma,Texas,2310,US-Mexico Border,12-2020,Personal Vehicles,42721,26.404,-99.019,POINT (-99.018981 26.403928)
Oroville,Washington,3019,US-Canada Border,01-2022,Truck Containers Loaded,1302,49.0,-119.462,POINT (-119.461833 49.000083)
Northgate,North Dakota,3406,US-Canada Border,07-2021,Truck Containers Loaded,233,48.999,-102.275,POINT (-102.27475 48.998833)
Eagle Pass,Texas,2303,US-Mexico Border,04-2022,Bus Passengers,15495,28.705,-100.512,POINT (-100.511977 28.705483)
Trout River,New York,715,US-Canada Border,04-2020,Rail Containers Empty,578,44.992,-74.308,POINT (-74.308172 44.992058)
Warroad,Minnesota,3423,US-Canada Border,10-2016,Trucks,411,48.999,-95.377,POINT (-95.376555 48.999)
Ogdensburg,New York,701,US-Canada Border,08-2019,Bus Passengers,342,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Grand Portage,Minnesota,3613,US-Canada Border,11-2021,Personal Vehicle Passengers,2900,48.001,-89.585,POINT (-89.58515 48.001427)
Detroit,Michigan,3801,US-Canada Border,06-2021,Truck Containers Loaded,91691,42.332,-83.048,POINT (-83.047924 42.331685)
Ogdensburg,New York,701,US-Canada Border,04-2019,Truck Containers Empty,742,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Fort Fairfield,Maine,107,US-Canada Border,03-2021,Trucks,586,46.765,-67.789,POINT (-67.789471 46.765323)
International Falls,Minnesota,3604,US-Canada Border,11-2021,Truck Containers Empty,604,48.608,-93.401,POINT (-93.401355 48.6078)
Sweetgrass,Montana,3310,US-Canada Border,10-2019,Personal Vehicle Passengers,40047,48.998,-111.96,POINT (-111.959611 48.998388)
Jackman,Maine,104,US-Canada Border,12-2021,Train Passengers,52,45.806,-70.397,POINT (-70.396722 45.805661)
Detroit,Michigan,3801,US-Canada Border,09-2020,Train Passengers,426,42.332,-83.048,POINT (-83.047924 42.331685)
Port Huron,Michigan,3802,US-Canada Border,08-2021,Truck Containers Loaded,61963,42.999,-82.424,POINT (-82.423611 42.998611)
Portal,North Dakota,3403,US-Canada Border,08-2022,Truck Containers Empty,2218,48.999,-102.552,POINT (-102.551944 48.998944)
Roma,Texas,2310,US-Mexico Border,03-2022,Buses,8,26.404,-99.019,POINT (-99.018981 26.403928)
Douglas,Arizona,2601,US-Mexico Border,07-2019,Personal Vehicles,129492,31.334,-109.56,POINT (-109.560344 31.334043)
Norton,Vermont,211,US-Canada Border,06-2022,Rail Containers Loaded,539,45.011,-71.793,POINT (-71.793219 45.010771)
Otay Mesa,California,2506,US-Mexico Border,07-2020,Personal Vehicles,433028,32.55,-116.939,POINT (-116.938538 32.55033)
Turner,Montana,3306,US-Canada Border,03-2021,Pedestrians,7,49.0,-108.388,POINT (-108.387916 48.999527)
Fort Fairfield,Maine,107,US-Canada Border,03-2020,Trucks,515,46.765,-67.789,POINT (-67.789471 46.765323)
Morgan,Montana,3319,US-Canada Border,08-2020,Pedestrians,1,49.0,-107.832,POINT (-107.831819 48.999829)
Sweetgrass,Montana,3310,US-Canada Border,06-2021,Pedestrians,472,48.998,-111.96,POINT (-111.959611 48.998388)
